ti,repo,measurement_type,data_type,cadence,status,exp,sum,jobs,%Failure
04-MAR-2022 14,GitLabs,Act-Ind,k-ind,3:00:00,Error,84,-2,2,1.00
04-MAR-2022 17,GitLabs,Act-Ind,k-ind,3:00:00,Error,84,-2,2,1.00
04-MAY-2022 11,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
04-MAY-2022 20,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
04-NOV-2022 01,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
04-NOV-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
04-NOV-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
04-NOV-2022 10,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
04-NOV-2022 13,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
04-NOV-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
04-NOV-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
04-NOV-2022 22,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
04-OCT-2022 17,GitLabs,Act-Ind,k-ind,3:00:00,Done,462,480,11,0.00
04-OCT-2022 18,GitLabs,Act-Ind,k-ind,3:00:00,Done,168,172,4,0.00
04-OCT-2022 21,GitLabs,Act-Ind,k-ind,3:00:00,Done,126,129,3,0.00
04-SEP-2022 00,GitLabs,Act-Ind,k-ind,3:00:00,Done,1218,1284,29,0.00
04-SEP-2022 00,GitLabs,Act-Ind,k-ind,3:00:00,Error,84,-2,2,1.00
04-SEP-2022 01,GitLabs,Act-Ind,k-ind,3:00:00,Done,966,1029,23,0.00
04-SEP-2022 02,GitLabs,Act-Ind,k-ind,3:00:00,Done,882,925,21,0.00
04-SEP-2022 03,GitLabs,Act-Ind,k-ind,3:00:00,Done,1092,1149,26,0.00
04-SEP-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Done,1386,1463,33,0.00
04-SEP-2022 05,GitLabs,Act-Ind,k-ind,3:00:00,Done,1302,1373,31,0.00
04-SEP-2022 06,GitLabs,Act-Ind,k-ind,3:00:00,Done,1008,1062,24,0.00
04-SEP-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Done,1092,1144,26,0.00
04-SEP-2022 08,GitLabs,Act-Ind,k-ind,3:00:00,Done,1512,1589,36,0.00
04-SEP-2022 09,GitLabs,Act-Ind,k-ind,3:00:00,Done,1218,1273,29,0.00
04-SEP-2022 10,GitLabs,Act-Ind,k-ind,3:00:00,Done,1260,1331,30,0.00
04-SEP-2022 11,GitLabs,Act-Ind,k-ind,3:00:00,Done,1512,1587,36,0.00
04-SEP-2022 12,GitLabs,Act-Ind,k-ind,3:00:00,Done,1134,1201,27,0.00
04-SEP-2022 13,GitLabs,Act-Ind,k-ind,3:00:00,Done,1008,1063,24,0.00
04-SEP-2022 14,GitLabs,Act-Ind,k-ind,3:00:00,Done,1554,1654,37,0.00
04-SEP-2022 15,GitLabs,Act-Ind,k-ind,3:00:00,Done,1050,1103,25,0.00
04-SEP-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Done,1554,2043,37,0.00
04-SEP-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Error,630,-15,15,1.00
04-SEP-2022 17,GitLabs,Act-Ind,k-ind,3:00:00,Done,756,1016,18,0.00
04-SEP-2022 17,GitLabs,Act-Ind,k-ind,3:00:00,Error,1764,-42,42,1.00
04-SEP-2022 18,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
04-SEP-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
04-SEP-2022 20,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
04-SEP-2022 21,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
04-SEP-2022 22,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
04-SEP-2022 23,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
05-APR-2022 03,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-APR-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-AUG-2022 00,GitLabs,Act-Ind,k-ind,3:00:00,Done,1008,1062,24,0.00
05-AUG-2022 01,GitLabs,Act-Ind,k-ind,3:00:00,Done,1008,1056,24,0.00
05-AUG-2022 02,GitLabs,Act-Ind,k-ind,3:00:00,Done,1050,1103,25,0.00
05-AUG-2022 03,GitLabs,Act-Ind,k-ind,3:00:00,Done,840,893,20,0.00
05-AUG-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Done,966,1003,23,0.00
05-AUG-2022 05,GitLabs,Act-Ind,k-ind,3:00:00,Done,882,923,21,0.00
05-AUG-2022 06,GitLabs,Act-Ind,k-ind,3:00:00,Done,924,962,22,0.00
05-AUG-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Done,924,960,22,0.00
05-AUG-2022 08,GitLabs,Act-Ind,k-ind,3:00:00,Done,1302,1371,31,0.00
05-AUG-2022 09,GitLabs,Act-Ind,k-ind,3:00:00,Done,1470,1539,35,0.00
05-AUG-2022 10,GitLabs,Act-Ind,k-ind,3:00:00,Done,1092,1136,26,0.00
05-AUG-2022 11,GitLabs,Act-Ind,k-ind,3:00:00,Done,924,974,22,0.00
05-AUG-2022 12,GitLabs,Act-Ind,k-ind,3:00:00,Done,1218,1279,29,0.00
05-AUG-2022 13,GitLabs,Act-Ind,k-ind,3:00:00,Done,798,841,19,0.00
05-AUG-2022 14,GitLabs,Act-Ind,k-ind,3:00:00,Done,966,1018,23,0.00
05-AUG-2022 15,GitLabs,Act-Ind,k-ind,3:00:00,Done,756,793,18,0.00
05-AUG-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Done,1218,1266,29,0.00
05-AUG-2022 17,GitLabs,Act-Ind,k-ind,3:00:00,Done,966,1009,23,0.00
05-AUG-2022 18,GitLabs,Act-Ind,k-ind,3:00:00,Done,966,1018,23,0.00
05-AUG-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Done,882,921,21,0.00
05-AUG-2022 20,GitLabs,Act-Ind,k-ind,3:00:00,Done,1218,1278,29,0.00
05-AUG-2022 21,GitLabs,Act-Ind,k-ind,3:00:00,Done,1176,1234,28,0.00
05-AUG-2022 22,GitLabs,Act-Ind,k-ind,3:00:00,Done,966,999,23,0.00
05-AUG-2022 23,GitLabs,Act-Ind,k-ind,3:00:00,Done,1134,1181,27,0.00
05-DEC-2022 02,GitLabs,Act-Ind,k-ind,3:00:00,Error,42,-1,1,1.00
05-DEC-2022 05,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
05-DEC-2022 09,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
05-DEC-2022 12,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
05-DEC-2022 15,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
05-DEC-2022 21,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,44,1,0.00
05-FEB-2022 08,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,44,1,0.00
05-JAN-2022 02,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-JAN-2022 08,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-JAN-2023 00,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-JAN-2023 03,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-JAN-2023 09,GitLabs,Act-Ind,k-ind,3:00:00,Done,126,130,3,0.00
05-JAN-2023 18,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,86,2,0.00
05-JUL-2022 15,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,87,2,0.00
05-JUL-2022 18,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-JUL-2022 22,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-JUN-2022 13,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-MAR-2022 05,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-MAR-2022 11,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-MAY-2022 02,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-MAY-2022 08,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-NOV-2022 01,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
05-NOV-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
05-NOV-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
05-NOV-2022 10,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
05-NOV-2022 13,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
05-NOV-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
05-NOV-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
05-NOV-2022 22,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
05-OCT-2022 03,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-OCT-2022 12,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-OCT-2022 18,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
05-SEP-2022 00,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
05-SEP-2022 01,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
05-SEP-2022 02,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
05-SEP-2022 03,GitLabs,Act-Ind,k-ind,3:00:00,Done,168,622,4,0.00
05-SEP-2022 03,GitLabs,Act-Ind,k-ind,3:00:00,Error,2310,-55,55,1.00
05-SEP-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Done,252,923,6,0.00
05-SEP-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Error,2268,-54,54,1.00
05-SEP-2022 05,GitLabs,Act-Ind,k-ind,3:00:00,Done,294,1061,7,0.00
05-SEP-2022 05,GitLabs,Act-Ind,k-ind,3:00:00,Error,2226,-53,53,1.00
05-SEP-2022 06,GitLabs,Act-Ind,k-ind,3:00:00,Done,378,1458,9,0.00
05-SEP-2022 06,GitLabs,Act-Ind,k-ind,3:00:00,Error,2142,-51,51,1.00
05-SEP-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Done,210,641,5,0.00
05-SEP-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Error,2310,-55,55,1.00
05-SEP-2022 08,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
05-SEP-2022 09,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
05-SEP-2022 10,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
05-SEP-2022 11,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
05-SEP-2022 12,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
05-SEP-2022 13,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
05-SEP-2022 14,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,139,2,0.00
05-SEP-2022 14,GitLabs,Act-Ind,k-ind,3:00:00,Error,2436,-58,58,1.00
05-SEP-2022 15,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,489,2,0.00
05-SEP-2022 15,GitLabs,Act-Ind,k-ind,3:00:00,Error,2436,-58,58,1.00
05-SEP-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,292,2,0.00
05-SEP-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Error,2436,-58,58,1.00
05-SEP-2022 17,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,376,2,0.00
05-SEP-2022 17,GitLabs,Act-Ind,k-ind,3:00:00,Error,2436,-58,58,1.00
05-SEP-2022 18,GitLabs,Act-Ind,k-ind,3:00:00,Done,168,357,4,0.00
05-SEP-2022 18,GitLabs,Act-Ind,k-ind,3:00:00,Error,2352,-56,56,1.00
05-SEP-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Done,168,680,4,0.00
05-SEP-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Error,2352,-56,56,1.00
05-SEP-2022 20,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,304,2,0.00
05-SEP-2022 20,GitLabs,Act-Ind,k-ind,3:00:00,Error,2436,-58,58,1.00
05-SEP-2022 21,GitLabs,Act-Ind,k-ind,3:00:00,Done,126,358,3,0.00
05-SEP-2022 21,GitLabs,Act-Ind,k-ind,3:00:00,Error,2394,-57,57,1.00
05-SEP-2022 22,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,64,1,0.00
05-SEP-2022 22,GitLabs,Act-Ind,k-ind,3:00:00,Error,2478,-59,59,1.00
05-SEP-2022 23,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,96,1,0.00
05-SEP-2022 23,GitLabs,Act-Ind,k-ind,3:00:00,Error,2478,-59,59,1.00
06-APR-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-APR-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-AUG-2022 00,GitLabs,Act-Ind,k-ind,3:00:00,Done,1092,1147,26,0.00
06-AUG-2022 01,GitLabs,Act-Ind,k-ind,3:00:00,Done,1092,1142,26,0.00
06-AUG-2022 02,GitLabs,Act-Ind,k-ind,3:00:00,Done,1344,1415,32,0.00
06-AUG-2022 03,GitLabs,Act-Ind,k-ind,3:00:00,Done,1050,1102,25,0.00
06-AUG-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Done,798,831,19,0.00
06-AUG-2022 05,GitLabs,Act-Ind,k-ind,3:00:00,Done,1428,1496,34,0.00
06-AUG-2022 06,GitLabs,Act-Ind,k-ind,3:00:00,Done,1176,1225,28,0.00
06-AUG-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Done,1008,1053,24,0.00
06-AUG-2022 08,GitLabs,Act-Ind,k-ind,3:00:00,Done,1134,1190,27,0.00
06-AUG-2022 09,GitLabs,Act-Ind,k-ind,3:00:00,Done,1134,1182,27,0.00
06-AUG-2022 10,GitLabs,Act-Ind,k-ind,3:00:00,Done,966,1023,23,0.00
06-AUG-2022 11,GitLabs,Act-Ind,k-ind,3:00:00,Done,882,922,21,0.00
06-AUG-2022 12,GitLabs,Act-Ind,k-ind,3:00:00,Done,798,836,19,0.00
06-AUG-2022 13,GitLabs,Act-Ind,k-ind,3:00:00,Done,1470,1534,35,0.00
06-AUG-2022 14,GitLabs,Act-Ind,k-ind,3:00:00,Done,1008,1049,24,0.00
06-AUG-2022 15,GitLabs,Act-Ind,k-ind,3:00:00,Done,1008,1060,24,0.00
06-AUG-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Done,1092,1141,26,0.00
06-AUG-2022 17,GitLabs,Act-Ind,k-ind,3:00:00,Done,1134,1176,27,0.00
06-AUG-2022 18,GitLabs,Act-Ind,k-ind,3:00:00,Done,1092,1148,26,0.00
06-AUG-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Done,1260,1330,30,0.00
06-AUG-2022 20,GitLabs,Act-Ind,k-ind,3:00:00,Done,1134,1184,27,0.00
06-AUG-2022 21,GitLabs,Act-Ind,k-ind,3:00:00,Done,966,1016,23,0.00
06-AUG-2022 22,GitLabs,Act-Ind,k-ind,3:00:00,Done,1050,1104,25,0.00
06-AUG-2022 23,GitLabs,Act-Ind,k-ind,3:00:00,Done,1008,1053,24,0.00
06-DEC-2022 12,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-DEC-2022 18,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-FEB-2022 05,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-JAN-2023 03,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-JAN-2023 06,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-JAN-2023 21,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,86,2,0.00
06-JUL-2022 01,GitLabs,Act-Ind,k-ind,3:00:00,Done,126,132,3,0.00
06-JUL-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,44,1,0.00
06-JUL-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-JUL-2022 13,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,86,2,0.00
06-JUL-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,86,2,0.00
06-JUL-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-MAR-2022 02,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-MAR-2022 14,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-MAY-2022 05,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-MAY-2022 08,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-NOV-2022 01,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
06-NOV-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
06-NOV-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
06-NOV-2022 10,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
06-NOV-2022 13,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
06-NOV-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
06-NOV-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
06-NOV-2022 22,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
06-OCT-2022 00,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,86,2,0.00
06-OCT-2022 06,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-OCT-2022 09,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-OCT-2022 12,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,86,2,0.00
06-OCT-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
06-OCT-2022 22,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,44,1,0.00
06-SEP-2022 00,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,118,1,0.00
06-SEP-2022 00,GitLabs,Act-Ind,k-ind,3:00:00,Error,2478,-59,59,1.00
06-SEP-2022 01,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,344,2,0.00
06-SEP-2022 01,GitLabs,Act-Ind,k-ind,3:00:00,Error,2436,-58,58,1.00
06-SEP-2022 02,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,115,1,0.00
06-SEP-2022 02,GitLabs,Act-Ind,k-ind,3:00:00,Error,2478,-59,59,1.00
06-SEP-2022 03,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
06-SEP-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,383,2,0.00
06-SEP-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Error,2436,-58,58,1.00
06-SEP-2022 05,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
06-SEP-2022 05,GitLabs,Act-Ind,k-ind,3:00:00,Error,2478,-59,59,1.00
06-SEP-2022 06,GitLabs,Act-Ind,k-ind,3:00:00,Done,126,396,3,0.00
06-SEP-2022 06,GitLabs,Act-Ind,k-ind,3:00:00,Error,2394,-57,57,1.00
06-SEP-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Done,210,570,5,0.00
06-SEP-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Error,2310,-55,55,1.00
06-SEP-2022 08,GitLabs,Act-Ind,k-ind,3:00:00,Done,168,695,4,0.00
06-SEP-2022 08,GitLabs,Act-Ind,k-ind,3:00:00,Error,2352,-56,56,1.00
06-SEP-2022 09,GitLabs,Act-Ind,k-ind,3:00:00,Done,378,1313,9,0.00
06-SEP-2022 09,GitLabs,Act-Ind,k-ind,3:00:00,Error,2142,-51,51,1.00
06-SEP-2022 10,GitLabs,Act-Ind,k-ind,3:00:00,Done,168,794,4,0.00
06-SEP-2022 10,GitLabs,Act-Ind,k-ind,3:00:00,Error,2352,-56,56,1.00
06-SEP-2022 11,GitLabs,Act-Ind,k-ind,3:00:00,Done,126,549,3,0.00
06-SEP-2022 11,GitLabs,Act-Ind,k-ind,3:00:00,Error,2394,-57,57,1.00
06-SEP-2022 12,GitLabs,Act-Ind,k-ind,3:00:00,Done,294,876,7,0.00
06-SEP-2022 12,GitLabs,Act-Ind,k-ind,3:00:00,Error,2226,-53,53,1.00
06-SEP-2022 13,GitLabs,Act-Ind,k-ind,3:00:00,Done,126,478,3,0.00
06-SEP-2022 13,GitLabs,Act-Ind,k-ind,3:00:00,Error,2394,-57,57,1.00
06-SEP-2022 14,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,127,1,0.00
06-SEP-2022 14,GitLabs,Act-Ind,k-ind,3:00:00,Error,2478,-59,59,1.00
06-SEP-2022 15,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,387,2,0.00
06-SEP-2022 15,GitLabs,Act-Ind,k-ind,3:00:00,Error,2436,-58,58,1.00
06-SEP-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,54,1,0.00
06-SEP-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Error,2478,-59,59,1.00
06-SEP-2022 17,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
06-SEP-2022 18,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
06-SEP-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,222,1,0.00
06-SEP-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Error,2478,-59,59,1.00
06-SEP-2022 20,GitLabs,Act-Ind,k-ind,3:00:00,Error,2520,-60,60,1.00
06-SEP-2022 21,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,405,2,0.00
06-SEP-2022 21,GitLabs,Act-Ind,k-ind,3:00:00,Error,2436,-58,58,1.00
06-SEP-2022 22,GitLabs,Act-Ind,k-ind,3:00:00,Done,126,391,3,0.00
06-SEP-2022 22,GitLabs,Act-Ind,k-ind,3:00:00,Error,2394,-57,57,1.00
06-SEP-2022 23,GitLabs,Act-Ind,k-ind,3:00:00,Done,294,887,7,0.00
06-SEP-2022 23,GitLabs,Act-Ind,k-ind,3:00:00,Error,2226,-53,53,1.00
07-AUG-2022 00,GitLabs,Act-Ind,k-ind,3:00:00,Done,1218,1279,29,0.00
07-AUG-2022 01,GitLabs,Act-Ind,k-ind,3:00:00,Done,756,795,18,0.00
07-AUG-2022 02,GitLabs,Act-Ind,k-ind,3:00:00,Done,882,913,21,0.00
07-AUG-2022 03,GitLabs,Act-Ind,k-ind,3:00:00,Done,1260,1310,30,0.00
07-AUG-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Done,1008,1061,24,0.00
07-AUG-2022 05,GitLabs,Act-Ind,k-ind,3:00:00,Done,756,800,18,0.00
07-AUG-2022 06,GitLabs,Act-Ind,k-ind,3:00:00,Done,924,955,22,0.00
07-AUG-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Done,1260,1317,30,0.00
07-AUG-2022 08,GitLabs,Act-Ind,k-ind,3:00:00,Done,1008,1047,24,0.00
07-AUG-2022 09,GitLabs,Act-Ind,k-ind,3:00:00,Done,966,1011,23,0.00
07-AUG-2022 10,GitLabs,Act-Ind,k-ind,3:00:00,Done,1092,1142,26,0.00
07-AUG-2022 11,GitLabs,Act-Ind,k-ind,3:00:00,Done,1050,1113,25,0.00
07-AUG-2022 12,GitLabs,Act-Ind,k-ind,3:00:00,Done,966,1014,23,0.00
07-AUG-2022 13,GitLabs,Act-Ind,k-ind,3:00:00,Done,966,1015,23,0.00
07-AUG-2022 14,GitLabs,Act-Ind,k-ind,3:00:00,Done,1008,1058,24,0.00
07-AUG-2022 15,GitLabs,Act-Ind,k-ind,3:00:00,Done,756,786,18,0.00
07-AUG-2022 16,GitLabs,Act-Ind,k-ind,3:00:00,Done,1092,1129,26,0.00
07-AUG-2022 17,GitLabs,Act-Ind,k-ind,3:00:00,Done,924,972,22,0.00
07-AUG-2022 18,GitLabs,Act-Ind,k-ind,3:00:00,Done,924,967,22,0.00
07-AUG-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Done,840,881,20,0.00
07-AUG-2022 20,GitLabs,Act-Ind,k-ind,3:00:00,Done,1092,1158,26,0.00
07-AUG-2022 21,GitLabs,Act-Ind,k-ind,3:00:00,Done,924,968,22,0.00
07-AUG-2022 22,GitLabs,Act-Ind,k-ind,3:00:00,Done,1092,1137,26,0.00
07-AUG-2022 23,GitLabs,Act-Ind,k-ind,3:00:00,Done,1218,1271,29,0.00
07-DEC-2021 14,GitLabs,Act-Ind,k-ind,3:00:00,Error,42,-1,1,1.00
07-DEC-2022 03,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
07-DEC-2022 09,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
07-DEC-2022 12,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,44,1,0.00
07-DEC-2022 15,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
07-DEC-2022 18,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
07-DEC-2022 21,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,87,2,0.00
07-FEB-2022 05,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
07-JAN-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
07-JAN-2023 16,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
07-JAN-2023 19,GitLabs,Act-Ind,k-ind,3:00:00,Done,126,131,3,0.00
07-JUL-2022 01,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
07-JUL-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Done,252,259,6,0.00
07-JUL-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
07-JUL-2022 10,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,86,2,0.00
07-JUL-2022 13,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
07-JUL-2022 19,GitLabs,Act-Ind,k-ind,3:00:00,Done,84,87,2,0.00
07-MAY-2022 11,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,43,1,0.00
07-MAY-2022 23,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,44,1,0.00
07-NOV-2022 01,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
07-NOV-2022 04,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
07-NOV-2022 07,GitLabs,Act-Ind,k-ind,3:00:00,Done,42,252,1,0.00
